MAIN_ARTIST,EXPLICIT,ID,NAME,POPULARITY,DANCEABILITY,ENERGY,LOUDNESS,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,DURATION_MS,GENRES,LYRICS
Raí Saia Rodada,false,58pgi1RpcU2fVJsxhm7BIr,Tapão Na Raba,86,0.808,0.796,-3.169,0.0305,0.462,0.000269,0.155,0.799,128.048,175047,forro,"[Letra de ""Tapão Na Raba"" com Raí Saia Rodada]  [Verso] Ô baby Teu cheiro tá grudado no meu cobertor Tu não me sai da mente, não Brota aqui no meu barraco pra gente fazer amor Tu sentando gostoso, com olhar bandido Dizendo: ""Não para, não para"" Tu gemendo com olhar manhoso Pedindo pra mim dar tapa na tua cara  [Refrão] Eu tô com saudade de te deixar louca De beijar sua boca e chamar de safada No espelhado, nós dois suado É puxão de cabelo, é tapão na raba Eu tô com saudade de te deixar louca De beijar sua boca e chamar de safada No espelhado, nós dois suado É puxão de cabelo, é tapão na raba  [Verso] Ô baby Teu cheiro tá grudado no mеu cobertor Tu não me sai da mentе, não Brota aqui no meu barraco pra gente fazer amor Tu sentando gostoso, com olhar bandido Dizendo: ""Não para, não para"" Tu gemendo com olhar manhoso Pedindo pra mim dar tapa na tua cara  [Refrão] Eu tô com saudade de te deixar louca De beijar sua boca e chamar de safada No espelhado, nós dois suados É puxão de cabelo, é tapão na raba Eu tô com saudade de te deixar louca De beijar sua boca e chamar de safada No espelhado, nós dois suados É puxão de cabelo, é tapa na cara"
Wesley Safadão,false,7EWXP47VlXKO3r7mNxuWHw,"Ele É Ele, Eu Sou Eu",81,0.758,0.763,-8.754,0.0768,0.23,0.0000133,0.0703,0.854,163.946,155210,forro,"[Letra de ""Ele é Ele, Eu Sou Eu"" com Wesley Safadão & Os Barões da Pisadinha]  [Intro: Wesley Safadão] Felipe Barão... É Safadão Amplificado! Ele é ele! Eu? Eu sou eu!  [Verso: Wesley Safadão] Não é bem como você pensa Esse sentimento pode ser verdade Mas essa sua insegurança Tá criando entre a gente uma blindagem  [Pré-Refrão: Wesley Safadão] Não quer se entregar de novo Tem medo de quebrar a cara Entendo, ele te fez sofrer Mas por favor, não me compara  [Refrão: Wesley Safadão] Tá com trauma de se entregar porque sofreu Ele é ele, eu sou eu Ele é ele, eu sou eu E se deixar eu te amar não vou dizer adeus Ele é ele, eu sou eu Ele é ele, eu sou eu  [Ponte: Wesley Safadão | Rodrigo Barão] É o som do WS Safadão Amplificado Chega pra cá, Rodrigo Barão! Alô, Safadão!  [Verso: Rodrigo Barão] Não é bem como você pensa Esse sentimento pode ser verdade Mas essa sua insegurança Tá criando entre a gente uma blindagem  [Pré-Refrão: Rodrigo Barão] Não quer se entregar de novo Tem medo de quebrar a cara Entendo, ele te fez sofrer Mas por favor, não me compara  [Refrão: Rodrigo Barão] Tá com trauma de se entregar porque sofreu Ele é ele, eu sou eu Ele é ele, eu sou eu E se deixar eu te amar não vou dizer adeus Ele é ele, eu sou eu Ele é ele, eu sou eu  [Ponte:Rodrigo Barão | Wesley Safadão] Barão e Safadão! Barões da Pisadinha! Rodrigo Barão! Felipe Barão! Barão é Barão! Safadão é Safadão! Tem que respeitar, bebê! Ele é ele... Eu sou eu E é isso"
DJ Ivis,false,27X3qzgB0Show6qfw5wNOK,Esquema Preferido,86,0.669,0.812,-4.597,0.11,0.256,0,0.0773,0.917,159.934,189463,"forro,piseiro,sertanejo pop","[Letra de ""Esquema Preferido"" com DJ Ivis & Tarcisio do Acordeon]  [Intro] Bota na pressão, skrrt Vai, Tarcísio do Acordeon e DJ Ivis Isso é DJ Ivis e Tarcísio do Acordeon Diferente de tudo Diferente de todos Skrrt, vai  [Verso] Tá vendo aí? Ela já tá falando Que tá com saudade e tá me procurando Daqui a pouco ela tá encostando Sabe que sou louco e sem coração Mas quando ela liga, eu dou atenção Eu mando logo a localização Hoje vai ter festa no colchão (Daí)  [Refrão] Ela roda a cidade inteira pra ficar comigo Porque eu sou seu esquema preferido Eu sou seu esquema preferido Ela dispensa a balada, as amiga, pra ficar comigo Eu sou seu esquema preferido Porque eu sou seu esquema preferido  [Ponte] Vai na pegada diferente do vaqueiro Chama, skrrt Bora meu DJ Isso é Tarcísio do Acordeon e DJ Ivis No piseiro apaixonado Bo-bo-bota na pressão, vai  [Verso] Oi, tá vendo aí? Ela já tá falando Que tá com saudade e tá me procurando Daqui a pouco ela tá encostando Sabe que eu sou louco e sem coração Mas quando ela liga, o DJ dá atenção, né, bebê? Eu mando logo a localização Hoje vai ter festa no colchão (Segura o hit)  [Refrão] Mas ela roda a cidade inteira pra ficar comigo Eu sou seu esquema preferido Porque eu sou seu esquema preferido Ela dispensa a balada, as amiga, pra ficar comigo Eu sou seu esquema preferido Eu sou seu esquema preferido (Joga baixinho, joga baixinho assim, ó) Ela roda a cidade inteira pra ficar comigo Porque eu sou seu esquema preferido Porque eu sou seu esquema preferido Ela dispensa a balada, as amiga, pra ficar comigo Porque eu sou seu esquema preferido Eu sou seu esquema preferido  [Saída] Oh, oh, oh (Chama na pressão) 'Brigado, meu DJ Que prazer participar desse trabalho bonito Deus abençoe, viu? Tamo' junto e misturado Diferente dos igual, skrrt Bora, meu vaqueiro Tamo' junto, meu astro É mais uma do DJ Chama, pow"
Hugo & Guilherme,false,2nZj5YymF54qhAu7RneVP6,Coração Na Cama,85,0.764,0.794,-4.096,0.0589,0.663,0,0.34,0.721,110.013,173227,sertanejo pop,"Você é a maior paixão Que eu tenho em minha vida O amor bateu em minha porta Eu mandei entrar Como se fosse um passarinho Perdido no espaço Abrindo o ninho dos meus braços Te mandei pousar  Assim como Deus criou Inverno e primavera Fez mulher e homem A bela e a fera Criou o meu peito Só pra te amar  Assim como Deus criou Inverno e primavera Fez mulher e homem A bela e a fera Criou o meu peito Só pra te amar  Tenho os olhos só pra vê-la O meu mundo Criou vida ao conhecê-la Nos meus braços Quero tê-la Fiz o céu Pra você ser minha estrela  Morto de saudade Te liguei pra te falar Amor te quero tanto Sem você não sei ficar Saudade me domina Já não sei o que fazer Essa vida não é vida Viver longe de você A solidão machuca Fere o peito é um perigo Ficar sem teu amor Eu já sei que eu não consigo  Vem, vem me amar Que eu estou a te esperar Vem, vem me amar Que eu estou a te esperar  O cheiro do seu corpo Tá na cama no lençol Sua foto no espelho É como o nascer do sol Te dou a minha vida E também meu coração Vem logo pros meus braços Me tirar da solidão Caí dentro do laço E não consigo me soltar A paixão me devora E essa dor não quer passar"
Teto,true,07AQkmp456NpEnT8HR7WLy,M4,84,0.88,0.59,-4.709,0.204,0.08,0,0.184,0.723,119.97,170000,trap baiano,"[Letra de ""M4"" com Teto & Matuê]  [Intro: Teto] Hahaha Mano, olha esse beat, véi Parece que vai entrar um desenho animado do nada, tá ligado? Hahaha Fiz um bagulho muito engraçado nisso, mano, saca aí, saca aí Ah-ah-ah, ye-ye-ye Oh Uh-uh-wuw!  [Refrão: Teto] Tem uma Glock esperando por mim (Slatt) M4 gritando meu nome (Uh, ahn) Mirei pro lado, inveja consome (Sosa) Bate de frente, porra, tu não é homem? Calibre 12, eu só falo de arma (Pew) Deve ser porque eu só durmo com ela Eu amo minha Scar, eu não amo mais ela Fuck bitch, salve, mano Predella  [Verso 1: Teto] Ano passado, sabe, eu sumi, mas (Yeah) Eu voltei A+, tô por cima (Yeah) Eu tô fazendo por meus irmãos Me traíram, doeu no coração Eu não acho que eu seja bom Mas eu já fui pior, slatt Hoje eu conquisto botando meu dom Eu era team Prior (Get) Fogo nos racista', assim que é bom Mente consumida por essa erva Quem nunca errou? Pode guardar sua pedra O que tem no meu pescoço, nego, te cega Eu desvio esse tiro e ainda pulo tua inveja Ahn, ahn-ahn, hmm (Hmm) Eu tô em Cancún Te tiro de uldum A grana eu faço, uhum  [Refrão: Teto] Tem uma Glock esperando por mim (Slatt) M4 gritando meu nome (Uh, ahn, ahn, ahn) Mirei pro lado, inveja consome (Sosa) Bate de frente, porra, tu não é homem? Calibre 12, eu só falo de arma (Pew) Deve ser porque eu só durmo com ela Eu amo minha Scar, eu não amo mais ela Fuck bitch, salve, mano Predella  [Ponte: Teto] Tudo azul (Céu) Carro faz vrum Bala na mente Ouro no dente Sou legendário (Kek) Flow imaginário (Wow) Tô no kart, Mario (Skrrt) Te ganhei, otário (Uh-uh-uh-uh) Hmm-hmm-hmm Um, dois, três, quatro Hmm-hmm-hmm Feijão no prato Hmm-hmm-hmm Hehehe (Hum) Hmm-hmm-hmm (Huh!)  [Verso 2: Matuê, Teto, ambos] Tem uma Glock esperando (É o que?) E duas MAC-10 com o pente estendido Quiser bater de frente e ficar estendido Tenta me atravessar, tu tá fodido Eu vou te dar logo um novo umbigo ""Tu não é de gang, mano"" Mas eu sou violento e tenho grana “Nossa ele vai virar um animal” Vejo as dona de casa passar mal (Em três, dois, um... Ooh, ahn) Tô com a Draco na minha mochila Rapariga esperando por mim Milhares de fãs que gritam meu nome (Matheus!) Eles querem mais do Tuêzin' (Matheus) Arranca um pedaço dessa minha vida louca Lean não é vício pra mim Inveja, dinheiro e vivência pra mim Tudo que é bom tem algo ruim (Uh) Mantém a consciência, manin’  [Saída: Matuê, Teto, ambos] Tudo azul (Céu) Carro faz vrum Bala na mente (Bala) Ouro no dente Sou milionário Extraordinário Te ganhei, otário Wow, wow, wow Teto que gira esse din' (Au)"
Marília Mendonça,false,4AAIAVjSyiq1N7SXKkwXZe,Troca de Calçada,83,0.659,0.689,-4.984,0.0319,0.539,0,0.147,0.701,99.967,203158,sertanejo,"[Letra de ""Troca de Calçada"" com Marília Mendonça]  [Verso] Se alguém passar por ela, fique em silêncio Não aponte o dedo, não julgue tão cedo Ela tem motivos pra estar desse jeito Isso é preconceito Viveu tanto desprezo Que até Deus duvida e chora lá de cima Era só uma menina Que dedicou a vida a amores de quinta  [Pré-Refrão] É claro que ela já sonhou em se casar um dia Não estava nos planos ser vergonha pra família Cada um que passou levou um pouco da sua vida E o resto que sobrou ela vende na esquina  [Refrão] Pra tеr o corpo quente Eu congelеi meu coração Pra esconder a tristeza Maquiagem à prova d'água Hoje você me vê assim e troca de calçada Só que amar dói muito mais Do que o nojo na sua cara Pra ter o corpo quente Eu congelei meu coração Pra esconder a tristeza Salto 15 e minissaia Hoje você me vê assim e troca de calçada Mas se soubesse um terço da história Me abraçava e não me apedrejava  [Pré-Refrão] É claro que ela já sonhou em se casar um dia Não estava nos planos ser vergonha pra família Cada um que passou levou um pouco da sua vida E o resto que sobrou ela vende na esquina  [Refrão] Pra ter o corpo quente Eu congelei meu coração Pra esconder a tristeza Maquiagem à prova d'água Hoje você me vê assim e troca de calçada Só que amar dói muito mais Do que o nojo na sua cara Pra ter o corpo quente Eu congelei meu coração Pra esconder a tristeza Salto 15 e minissaia Hoje você me vê assim e troca de calçada Mas se soubesse um terço da história Me abraçava e não me apedrejava  [Saída] Hoje você me vê assim e troca de calçada Mas se soubesse um terço da história Me abraçava e não me apedrejava"
Jorge & Mateus,false,7GLWWrk1YlkPYqJK3ynIA0,Lance Individual,84,0.752,0.62,-5.536,0.0509,0.309,0,0.075,0.962,117.399,164459,"sertanejo,sertanejo universitario","[Letra de ""Lance Individual"" com Jorge & Mateus]  [Verso] Já namorou ou noivou Já morou junto, largou Já conheci sua mãe, o seu pai, seu avô Já adotamo' um cachorro Já teve a senha um do outro E não dá nem pra negar que os nossos pega é de outro mundo Mas a gente já tentou de tudo  [Refrão] A gente já tentou de tudo pra ser um casal Mas já saquei que o nosso lance é individual 'Cê na sua, eu na minha Deu saudade? Campainha Eu entro no seu quarto Mas não entro na sua vida A gente já tentou de tudo pra ser um casal Mas já saquei que o nosso lance é individual 'Cê na sua, eu na minha Deu saudade? Campainha Eu entro no seu quarto Mas não entro na sua vida  [Verso] Já namorou ou noivou Já morou junto, largou Já conheci sua mãe, o seu pai, seu avô Já adotamo' um cachorro Já teve a senha um do outro E não dá nem pra negar que os nossos pega é de outro mundo Mas a gente já tentou de tudo  [Refrão] A gente já tentou de tudo pra ser um casal Mas já saquei que o nosso lance é individual 'Cê na sua, eu na minha Deu saudade? Campainha Eu entro no seu quarto Mas não entro na sua vida A gente já tentou de tudo pra ser um casal Mas já saquei que o nosso lance é individual 'Cê na sua, eu na minha Deu saudade? Campainha Eu entro no seu quarto Mas não entro na sua vida  [Saída] Eu entro no seu quarto Mas não entro na sua vida Eu entro no seu quarto Mas não entro na sua vida"
Jorge & Mateus,false,158ukl5rih76dOEsp0I91H,Paradigmas,81,0.686,0.789,-4.103,0.126,0.322,0,0.4,0.822,157.932,157355,"sertanejo,sertanejo universitario","[Letra de ""Paradigmas"" com Jorge & Mateus]  [Verso] Gostei de você antes de beijar Depois que beijei, comecei amar O som da sua voz é canção de ninar Se eu tô no seu colo o mundo pode acabar Logo eu que achava que não existia amor da vida Você vem quebrando paradigmas Arrumando o bagunçado Bagunçando o arrumado Agora que eu apaixonei se vira  [Refrão] Sabe eu? Sou seu Coração bate fora da casinha Sabe eu? Sou seu Eu piro no seu jeito caladinha  [Pós-refrão] Fala nada, só me ama Só me ama, fala nada Me ganhou na calada Fala nada, só me ama Só me ama, fala nada Me ganhou na calada  [Verso] Gostei dе você antes de beijar Dеpois que beijei, comecei amar O som da sua voz é canção de ninar Se eu tô no seu colo o mundo pode acabar Logo eu que achava que não existia amor da vida Você vem quebrando paradigmas Arrumando o bagunçado Bagunçando o arrumado Agora que eu apaixonei se vira  [Refrão] Sabe eu? Sou seu Coração bate fora da casinha Sabe eu? Sou seu Eu piro no seu jeito caladinha Sabe eu? Sou seu Coração bate fora da casinha Sabe eu? Sou seu Eu piro no seu jeito caladinha Sabe eu? Sou seu Coração bate fora da casinha Sabe eu? Sou seu Eu piro no seu jeito caladinha  [Pós-refrão] Fala nada, só me ama Só me ama, fala nada Me ganhou na calada Fala nada, só me ama Só me ama, fala nada Me ganhou na calada"
Zé Neto & Cristiano,false,5m5aY6S9ttfIG157xli2Rs,Alô Ambev (Segue Sua Vida) - Ao Vivo,84,0.695,0.872,-3.65,0.0868,0.334,0,0.954,0.646,121.843,169593,"sertanejo,sertanejo pop,sertanejo universitario","[Letra de ""Segue Sua Vida (Ao Vivo)"" com Zé Neto & Cristiano]  [Verso] Traz uma gelada pra mim, por favor Que só de pensar a boca já secou Dessa vez não foi brincando Ela terminou e não tava blefando  [Pré-Refrão] Ai, ai, ai, eu já tava prevendo 'Cê nunca me bloqueou por tanto tempo Ai, ai, ai, alguém chegou mostrando Fotos com cenas fortes de alguém te beijando  [Refrão] Alô Ambev Dobra a produção aí que a gente bebe Eu mandei saudade, ela mandou vida que segue Então segue sua vidona Que eu sigo sofrendo e bebendo Brahma Alô Ambev Dobra a produção aí que a gente bebe Eu mandei saudade, ela mandou vida que segue Então segue sua vidona Que eu sigo sofrendo e bebendo Brahma  [Verso] Traz uma gelada pra mim, por favor Que só de pensar a boca já secou Dessa vez não foi brincando Ela terminou e não tava blefando  [Pré-Refrão] Ai, ai, ai, eu já tava prevendo 'Cê nunca me bloqueou por tanto tempo Ai, ai, ai, alguém chegou mostrando Fotos com cenas fortes de alguém te beijando  [Refrão] Alô Ambev Dobra a produção aí que a gente bebe Eu mandei saudade, ela mandou vida que segue Então segue sua vidona Que eu sigo sofrendo e bebendo Brahma Alô Ambev Dobra a produção aí que a gente bebe Eu mandei saudade, ela mandou vida que segue Então segue sua vidona Que eu sigo sofrendo e bebendo Brahma"
PEDRO SAMPAIO,false,5glMxRMRHGBRj6bydBjoPM,FALA MAL DE MIM,81,0.695,0.805,-4.351,0.0959,0.333,0,0.0794,0.673,165.036,154182,funk carioca,"[Letra de ""Fala Mal de Mim"" com Pedro Sampaio, Wesley Safadão & Daniel Caon]  [Verso 1] Para de queimar o filme que tu mais ama assistir Não fala que no meu papinho você não vai mais cair Quando tu bebe Coloca a minha cama no teu GPS Bebida entra e a saudade aparece E nessa hora a sacanagem acontece Esquece  [Refrão] Tu fala mal de mim, mas quer me pegar de novo Tu fala mal de mim, mas quer me pegar de novo Tu não larga o meu amorzin' gostoso Tu fala mal de mim, mas quer me pegar de novo Tu fala mal de mim, mas quer me pegar de novo Tu não larga o mеu amorzin' gostoso  [Verso 2] A promessa que tu mais ama quebrar A ligação quе tu mais gosta de fazer O insuperável que tu não quer superar O probleminha que tu não quer resolver  [Refrão] Tu fala mal de mim, mas quer me pegar de novo Tu fala mal de mim, mas quer me pegar de novo Tu não larga o meu amorzin' gostoso Tu fala mal de mim, mas quer me pegar de novo Tu fala mal de mim, mas quer me pegar de novo Tu não larga o meu amorzin' gostoso  [Ponte] Pedro Sampaio, vai  [Verso 1] Para de queimar o filme que tu mais ama assistir Não fala que no meu papinho você não vai mais cair Quando tu bebe Coloca a minha cama no teu GPS Bebida entra e a saudade aparece E nessa hora a sacanagem acontece Esquece  [Refrão] Tu fala mal de mim, mas quer me pegar de novo Tu fala mal de mim, mas quer me pegar de novo Tu não larga o meu amorzin' gostoso Tu fala mal de mim, mas quer me pegar de novo Tu fala mal de mim, mas quer me pegar de novo Tu não larga o meu amorzin' gostoso  [Verso 2] A promessa que tu mais ama quebrar A ligação que tu mais gosta de fazer O insuperável que tu não quer superar O probleminha que tu não quer resolver  [Refrão] Tu fala mal de mim, mas quer me pegar de novo Tu fala mal de mim, mas quer me pegar de novo Tu não larga o meu amorzin' gostoso Tu fala mal de mim, mas quer me pegar de novo Tu fala mal de mim, mas quer me pegar de novo Tu não larga o meu amorzin' gostoso  [Saída] Pedro Sampaio, vai Caon no feat Toque do beat é o Rafinha RSQ E vai, Safadão"
